@relation data

@attribute @@class {no,yes}
@attribute document string

@data
no,'Mano na boa Messi ja foi eleito o melhor fora de outro time Se for seguindo esse teu criterio Pele George Best Maldini Iniesta  Garrincha e muitos outros sao uns BOSTAS pois esses citados nunca foram os mesmo em outros times e algunsMaldini e Iniesta nunca chegaram a jogar por outros clubes  Pele jogou por  anos no Santos e ninguem disse nada '
no,'Mano na boaAngelim  volte pro video game rapaz O cara fala Messi ja foi eleito o melhor fora de outro time  E por acaso o Pele foi considerado melhor em outro  Ele no Cosmos ja estava no final de carreira Nao existe isso de tem que provar em outro clube Se for seguindo essa tua logica Iniesta e uma bosta segundo voce'
no,'Isaque nao se faca de tonto Chore menos sua Lionete'
no,'Mano na boa como eu sabia A Ronaldete nao tem argumentos'
no,'Mano na boa na boa mesmoManona boana boa manoManooooooooo '
no,'CR ja ganhou a Copa America Nao Julio Baptista SIM  kkkkk  to aqui so pra zuar mesmo kkkk'
no,'So uma pergunta O que seria do Real Madri e Barcelona sem os estrangeiros '
no,'Seriam grandes clubes afinal sempre tiveram jogadores nacionais que fizeram historia'
no,'So te corrigindo O que seria a Europa sem estrangeiros'
no,'Os  do Rio os  de Sao Paulo  do Rio Grande do Sul e  de Minas Gerais   grandes '
no,'pele nunca vai ser melhor q esse cara'
no,'kkkkkkkkkkkk tulio nao ele conta ate de golzinho no asfalto'
no,'Falta muito pra chegar ao maior artilheiro de todos a grande genio da area Romario'
no,'No videogame igual aos fas alienados dele kkkkkkkkkkkkkk'
no,'o cara foi foda'
no,'enquanto isso o Palmeiras continua sem mundial'
no,'Em discurso Cristiano declarou Para de me secar NETO'
no,'So o oculos dele deve da pra comprar um apartamento '
no,'Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio'
no,' gols em  jogos oficiais media de  Melhor do mundo'
no,'Deve ganhar o premio FIFA foi o melhor da temporada'
no,'Ficam um monte de mocinhas brigando por Messi e CR Virem homens'
no,'vai ter que pedir dicas pro Ze para pder jogar ate os '
no,'ROMARIOgtRONALDOgtZIDANEgtMESSIgtRONALDINHOgtCR'
no,'Vao ter que renovar o contrato do Sergio Ramos ate  tbm'
no,'Nem Messi nem Cristiano vao dormir hoje preocupados com o que vcs acham deles Tontos'
no,'Ja nao ta jogando mais nada hj em diaimagina em '
no,'Se nao ta jogando nada hoje imagina em   Vai ta no nivel do Alecgol  '
no,'QUE LINDINHO ESSE MOCO COM ESSE OCULOS'
no,'Sera que teremos tambem mais cinco anos de propaganda com o Clear men kkkkk'
no,'sai armario na mesma velocidade em que baixa a qualidade de seu futebol'
no,'Contrato de  anos Esses clubes sao loucos  anos no maximo'
no,'Real Madrid ta doido mesmo o cara nem empurrar a bola de baixo da trave consegue mais'
no,' temporadas pelo RALA e  titulos kkkkkkkkkk Messi em  anos de Barca tem  titulos'
no,' titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria'
no,'Mano na boa Ivo Holanda sao  titulos sem o Joan Gamper'
no,'Mano na boa Valdeny as coisas nao funcionam que nem no seu mundinho nao'
no,'Nao teve nenhum penaltizinho pro inutil Penaldo bater  Ahhh poxa juizao'
no,'Mano na boa quase que ele faz um hattrick Solange So faltou  penaltis'
no,'Atras so do Robinho e do Fred campeoes da Copa do Brasil '
no,'Bom jogador Daria um bom reserva para o Fernandinho no Fla'
yes,'O cara joga muito mas transa com o bum bum '
no,'Entao vamos somar as assistencias para ver quem ganhaOs dois sao otimos mas Messi e melhor'
no,'daqui a pouco vem um falar de titulo na selecao'
no,'no momento nao esta nem entre os  melhores  mas joga facil'
no,'Piada super engracada Ja pensou em fazer um teste pro Zorra Total '
no,'Concordo  por cento'
yes,'Que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse'
no,'Bom jogador mais nunca jogara oq o Marcelinho Carioca jogou no todo poderoso timao chorem antis'
yes,'Vc come bosta pra falar uma asneira dessa'
yes,'Bianca Essas Ronaldetes me dao nojo raca nojenta'
yes,'Lugar de mulher e na pia fogao e cama'
yes,'Ezequiel Lugar de mulher e aonde ela bem entender se doeu toda pq falou VERDADES sobre o seu idoIozinho  MACHlSTA GAY chora nao'
yes,'Vai lavar louca dona'
no,'E o CR ganhou tudo o que o Messi nao ganhou Choremmmmmmmmmmmmmmmmmmmmmmmmmmmm'
no,'Voce nem sabe o que fala mano voce nem sabe chutar uma bola ENTENDE NADA DE FUTEBOL CRFOREVER'
no,'Geraldo Gallo vamos protestar Amigo Vamos invadir aquele CT e quebrar tudo'
yes,'MARIAS NO CIO SOU LOUCO POR MARIAS'
no,'Marias tremem pro Galo e borram pros argentinos FATO'
yes,'MARIA VISTA AQUELE BIQUINI QUE HOJE VOU LHE USAR PRINCESA'
no,'PARE COM ESSE VEXAME GENTE DEIXA ESTE CARA DE LADO'
yes,'Ui Nooooooofa que lindo fofa Nosso galao e mara ne amiga  rajkazblanks '
no,'Saudade do Otamendi Ele e Gabriel seriam uma dupla de zaga sensacional'
no,'dor de cotovelo das marias azuis borradeirasadoram a pagina do galo'
no,'Em pontos corridos nao tem apagao de refletor pra esfriar o adversario rajkazblanks '
no,'Em pontos corridos nao tem jogador adversario escorregando com o gol escancarado rajkazblanks '
no,'Em pontos corridos gritinhos de eu acredito nao colam rajkazblanks '
no,'Em pontos corridos nao tem disputa de penalty rajkazblanks '
no,'Em pontos corridos nao tem Riascos pra errar penalty aos  do segundo tempo rajkazblanks '
no,'com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos'
no,'E uma pena que Riascos nao e Argentinota marcado na historia por dois momentos marcanteskkkkk'
yes,'Maria detected Vai BeijarumsacoW'
no,'MARIAS NOS CIO  MINHAS PRESAS PREDILETAS VOU ME ESBANJAR EM DEVORALAS'
no,'Forca na peruca Galo RACA ROBINHO RACA PRATTO RACA CAZARES Vamos jogar com amor a camisa '
no,'Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge'
no,'NAO ACHO NADA DEMAIS NESSE CUEVA SO FAZ GOL DE PENALTY'
no,'Junta todos os pontas do Fla que nao da um Cueva'
no,'o Flamengo sem motivacao nenhuma mete  x no santos'
no,'QUEREMOS UM TIME PRA GANHAR O TITULO E NAO PRA FICAR NO MEIO DA  TABELA NOVAMENTE '
no,'Ue e o cheirinho que voces estavam sentindo era de que'
no,'Vizeu e convocado frenquentemente para a selecao sub quem ia ser o centroavante CIRINO'
no,'Devia e ficar o Damiao e sair o inutil do guerrero chorao'
no,'esse ze e  muito burro cara empresario corre solto e muita grana envolvida'
no,'O   PARA  TB   SE ACOMODOU UM POUCO  PODERIA REVESAR ELE E O RODNEY '
no,'perfeito os garotos da base sao melhores que esses jogadores citados'
no,'e rogerio todos tem mais essa anta nao coloca pra jogar'
yes,'Vai tomar seu remedio velho gaga KKKK SV'
no,'o tecnico e bom o time que e ruim '
no,'Complicado e colocar o Cirino e Gabriel atacante que nao sabe chutar nao faz gol'
no,'CariacicaES ainda seria melhor Bota o jogo contra o santos e o coxa la'
no,'correto  Adriano Adryan e melhor q Cirino Gabriel Fernandinho etc'
no,'O SANTOS TODO LANCA DOIS  GAROTOS PORQUE O FLAMENGO NAO FAZ O MESMO'
no,'Porque e menguinho so vcs que pensam e falam que e grande'
no,'ze vai cuidar do titulo   jogos  mexendo mal '
no,'O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal'
no,'pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara'
no,'ELENCO GRANDE E DE POUQUISSIMA QUALIDADE '
no,'Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora '
no,'Voce nao pode estar falando serio'
no,'THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA'
no,'Coloca os moleques no carioca pra pegar experiencia'
no,'Se for o Ze Ricardo o Tecnico da Libertadores e entregar mais uma vez ao titulo ao palmeiras'
no,'Demorou so digo isso '
no,'ze ricardo e doido o time empata perde ele continua com esse gabriel  so pode ser um caso de amor'
no,'Base  Com Ze nao tem vez So jogo la medalhao e jogador de empresario Politica dinheiro no bolso '
no,'NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   '
no,'SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA'
no,'Ze ricardo nao sabe avaliar nem os jogadores profissionais q estao com ele que dira a base'
no,'Verdade nao sabe mesmo  Escala mal e substitui pior ainda E o culpado pela perda do titulo'
no,'O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  '
no,'Prefere usar o Damiao do que o Vizeu Sem comentarios'
yes,'Triste ve Vizeu no banco enquanto esse bosta do Lerdeiro titular Os numeros nao mentem sem ele o Flamengo e Mengao com ele menguinho'
no,'Um volante da base PELO AMOR DE DEUS para o lugar de Marcio AraujoPELA AMOR'
no,'UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO'
no,'ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao'
no,'gigante que nao ganha um nacional a  anosta de sacanagem ne'
no,'De tanto falarem em cheirinho perderam o olfato Rsrs'
yes,'Ze Ricardo vc e burro'
no,' O Flamengo vai assumir a ponta a Demora e voltar a jogar no Maracana'
yes,'Assinado Molambo iludido KKKK Sv'
no,'Cai na Real vascainos segundo da segunda  Kkkkkkkkk'
no,'Mas o JUIZ e os DOIS BANDEIRINHAS que GARANTIRAM mais um ROUBO estao acertados pra '
no,'ADRIANO   IMPERADOR    E   WAGNER  LOVE  E  RONALDINHO   E  FABIO  LUCIANO'
no,'muitos jogadores sem condicionamento fisico pra disputar um brasileirao deu nisso'
no,'Nao contratava mais medalhao o flamengo so gasta e gasta tendo os garotos da base'
no,' O  que gasto no cuellar erradamente dava pra ter comprado o cueva'
no,'Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk'
no,'o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja'
yes,'Se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim'
no,'So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo'
yes,'Da  xozota da mae '
no,'Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao '
yes,'O flaM E R D A vai aproveita o JUIZ e os BANDEIRINHAS no profissional em '
no,'STJDacorda essa pagina e rubro negraseu viceADO'
no,'Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV'
no,'A GAROTADA RUBRO NEGRA MANDOU LEMBRANCA DE DENTRO DA SUA CASA KKKKKKKKKKK'
no,'O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
yes,'era o cheiro da bucelta da sua mae'
no,'Vamos iniciar  levando porrada Essa molecada nao tem nem corpo Vao pipocar'
no,'Concordo pois ele e bom para montar time'
no,'Verdade mas a maioria so olha pra tabela Entendem nada de futebol'
yes,'cala a boca truta xincheiro'
yes,'Tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio Quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando FRAMENGO e com camisa do camelo Respeito o Vasco e o Botafogo esses sim quando se fala em rio de janeiro se lembra deles Saudacoes corinthianas'
no,'desnecessario ofender o flamengo tudo bem agora envolver outras partes ai ja nao apoio '
no,'Dinheiro a gente pega com quem tem Nao com quem ta quebrado'
no,'Lateral direito dois zagueiros e um atacante ja resolve grande parte dos problemas do Cruzeiro'
no,'So espero que ele recupere o bom futebol'
no,'a soberba ela nao acaba kkkkkkkkkkkkk'
no,'Relaxa Veremos daqui  rodadas Soberba'
yes,'HAHAHAHAAHAHAHAHAHAHAH GAZELA DETECTADA'
yes,'isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu'
yes,'Esse negro e o seu pai Sua mae deu pra ele quando jovem'
yes,'Voce ta e na zona sua galinha'
no,'Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo'
no,'Esse ano pra vcs foram muitas frustracoes eliminados de tudo que participaram e mais a de ontem '
yes,'ah vai se fu de voce'
no,'o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   '
no,'Voces precisam pesquisar melhor a historia do campeonato de  '
no,'Nao houve rebaixamento pois existiam duas ligas'
no,'Ele e ficha suja e esta inelegivel nao sabia'
no,'kkkkkkkkkkkkkkkkkkkkkkk faz me rir'
no,'Palmeiras nao tem mundial'
no,'Inveja matahhhhhhh'
no,'time de um gol so muiuta sorte'
no,'O importante e ganhar meu filho acorda pra vida'
yes,'Ei framengo vai ter que se contentar com o cheirinho de bosta do piscinao de ramos kkkkkkk  essa taca nao e pro seu nariz kkkkkk '
yes,'AS RUBRONECAS PIIIIIIIIIIRA COM CHEIRINHO DE PUM DE PORCO'
yes,'MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK'
yes,'sente o cheirinho do meu peido kkkkkkkkkkkkkkkkkkkkkkkk '
no,'o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  '
no,'Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA'
no,'ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   '
no,'Traz ele de volta e deixa ele escolher o tecnico '
no,'Mas ele vai preso Aguarde'
no,'Dois mundias com uma libertadores '
no,'Futebol argentino e uma piada  So pancadaria e confusao           '
no,'A bandidagem continua se escondendo'
no,'Ele esta feliz em voltar a Bahia menos o povo baiano'
no,'Sua hora vai chegar'
yes,'SENTE O CHEIRINHO PEIDO DE PORCO NAS SUAS CARAS KKKKK'
yes,'Flamerdas voces tem estadio  Entao nao tem PINICO proprio kkkkkkkkkkkkkkkkkkkk'
no,'E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO'
no,'quando Deus diz nao nao adianta lutar contra'
no,'Esse nao roubouao menos nesta gestao'
yes,'Voce e um doente'
yes,'Sua mae nao reclama Joaozinho'
yes,'Ragnar e nome de travesti da Escandinavia'
yes,'Acaba de comprovar a burrice que lhe imputava'
no,'Entrei so pra ler os comentarios dos peritos'
no,'Emocionada pela morte ou pela posse'
no,'Fizeram pericia nas pecas do carro'
no,' SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE '
no,'Sera que foi sabotagem'
no,'Melhor investigar a oposicao'
yes,'MENOS UM MAS TEM QUE QUEIMAR LOGO O CORPO DELE ANTES DE CHEGAR NA PORTA DO NEM SEI E POLITICO MESMO  DO INFERNO'
no,'No Nordeste acontece de tudo '
no,'Idiota'
yes,'Errou Sou gaucho e tenho marido'
yes,'o investigador investiga isso vcefdpta'
yes,'Esse ai senta na boneca'
yes,'esse da  Re do Quiibii kkkkk'
no,'Aposto que ainda vai ser o presidente da camara'
no,'E a roubalheira continua Esses sao profissionais'
no,'Banco cheio de problemas governador '
no,'So pela metade Voce esta sendo bem otimista'
yes,'Paulo vai to mar no c uu'
no,'Alex exponha seus argumentos abc'
yes,'Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  '
no,'e tome dinheiro pra industria da seca'
no,' Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo '
no,'Seca no Amapa so pode ser brincadeira'
no,'Esse e meu presidente'
no,'Esse dinheiro ira fazer brotar agua do solo '
no,'Mais dinheiro desviado em   '
no,'Esses recursos vao sair de onde '
no,'Ele vai ser o pior presidente da historia'
no,'ele nao e presidente  e golpista'
no,'AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS'
no,'Finalmente o Senador entendeu Parabens'
no,'Fiquei chocado com essa noticia'
no,'Voce e meia duzia pensam assim'
yes,'Faltou choque nesse velho hipocrita'
yes,'esses petralhas malditos'
no,'Passei por aqui so pra deixar meu FORA TEMER'
yes,'MICHELLE temmer SAFADAO TRAIRA'
no,'lazarentuuuuu'
no,'Sera muito bom para suas empresas para o povo nao'
yes,'Reforma estrutural no seu rbbono meu nao'
no,'Pode prender inocente  '
no,'Que tornozeleira eletronica'
yes,'hmmmmmmmmmmmisso e uma bichna'
yes,' Entao e da lojinha da anta'
yes,'e da lojinha da tua mae aquela prostituta'
no,'Ainda temos que aguentar uma ironia dessa'
no,'Os netos que devem ter vergonha dele'
no,'Cara    de    Pau         '
no,'Boca mole e bolso e contas bancarias abarrotadas de dolares Sahfado'
yes,'Boca de buxeta'
yes,'O certo seria bun da mole'
yes,'E O PIAUI QUERENDO ASSUSTAR O MUNDO COM ESTA FIGURA OU SO NASCE GENTE FEIA LA'
yes,'Aquela bocarra falando e cuspindo sem contar com um mau halito fetido Nojo'
yes,'Tambem com um nome feio desse Heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk'
yes,'Esse boca mole tem cara de saco murcho'
yes,'Vermelho nojento deveria levar um tiro na cara bandido '
yes,'Vagabundo'
yes,'Sapo Demonio seria mais apropriado'
yes,'Relmente o Boca Mole e da mesma linhagem dos Neves'
no,'A corrupcao e o cupim que corroi a democracia e as instituicoes  '
yes,'ESSE  CANALHA  E  OUTROS  TINHA  QUE  SER  FUZILADO  EM  PRACA  PUBLICA     '
yes,'Boca de sapo'
yes,'Sera que o rato vai se ofender se eu fizer uma comparacao com este monte de bosta falante'
yes,'ta nadando em dinheiro entao chamar de boca mole e o que menos importa e um ratao do banhado'
no,'A corrupcao esta estampada na cara desse individuo'
yes,'Boca de cloaca'
yes,'Parece mesmo com um sapo boi'
yes,'desgracado bandido mais bandido ainda e quem vota numa desgraca dessa  eta povo burro '
yes,'Raposao politico de profissao  ta no fim da carreira e o Piaui o adora  Eh boca mole eheheh'
yes,'Vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada'
no,'E tanto deboche tanto escarnio perderam o senso de ridiculo de humilhacao'
yes,'VOCE E INGENUO OU UM PERFEITO IDIOTA '
yes,'esse balofo vai morrer pela boca '
yes,'Debil mental '
yes,'Morra '
yes,'MELHOR SERIA C U DEPOIS DE DIARREIA'
yes,'Eu ja havia arranjado um apelido para ele aqui em casa ocuquefala'
no,'Quando esse cara comeca a falar eu mudo de canal'
no,'que absurdo estou indignado com essa chacota '
yes,'E tem mulher que se deita com issoate o Todo Feio tem uma filha lindaso nao sei se e dele'
yes,'So de olhar pra cara desse sujeito ja da vontade de vomitar'
yes,'Pior que acho que nao so a boca que e mole Mais feio que este so o Cervero'
yes,'Melhor que Todo Feio mas no presidio vao dar outro apelido pra ele Ruim de Bokket'
yes,'Nao deve ser somente a boca que e moleo falecido nem  sobe mais'
yes,'ALEM DE TUDO E DEBOCHADO ESSA COISA  BOCA DE GELEIA'
no,'Voce sabe quais os atos enriquecem o curriculo de um bandido Entao esta explicado'
no,'kkkkkk '
yes,'Prefiro ver o Lula morto'
no,'Estourou o placar quanto e isso'
yes,'Cosmo Santiago Larga de ser mortadela e vai procurar emprego '
yes,'Esses petebas sao piores que asnos puxadores de carroca'
yes,'E a mesma denuncia burrao'
yes,'O pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk'
yes,'Queremos ele morto'
yes,'ONU  KKKKKKKK ONU e bosta e a mesma coisa seu anta'
yes,'Ele vai  sentir o peru entrar'
yes,'o moro vai sentir o peru do aecio entrarkkkk'
yes,'Carlinha Antinha a servico dos petebas Ridicula'
no,'E muita denuncia e pouca acao'
no,'Muita denuncia e pouca acao '
no,'Muitas denuncias muitas provas e pouca cadeia '
yes,'Joao retardado presta atencao na gangue que esta tomando o Brasil de assalto '
no,'Entao vamos perdoar o Ladrao so porque a outra turma tambem e nao seria melhor prender todos'
no,'Todos sabemos e que por causa da pesquisa de ontem no qual ele poderia ser presidente em '
no,'Todos ou voce duvidava dessa medida tao rapida do MPF'
no,'calma tudo e questao de tempo lembra do Cunha'
no,'So com conviccao nao se prende ninguem '
yes,'Tanto coxinhas quanto mortadelas SAO PAMONHAS'
no,'E verdade mas apesar de acha que essas pesquisas sao furadas'
no,'os politicos sao o reflexo do povo'
no,'Vai fazer a denuncia e pede para um juiz pegar o caso blz'
yes,'Todo mortadela e vitima de sua propria ignorancia'
no,'Curitiba esta mais esperta que voces pensam'
yes,'Concordo com o Carlos Isso aqui e lavagem cerebral pra asnos'
no,'E TEM QUE PRENDER LOGO ANTES QUE ELE FUJA PRA CUBA'
yes,'Vou festejar a prisao desse vermebarbudo mais que o Ano Novo'
no,'Eu voto em quem ele indicar'
no,'Kkkkk'
yes,'Olha ai um esquerdopata cmedor de alfafa me negativou  '
no,'Pesquisa comprada'
no,'E SERA MUITO BEM RECEBIDO PELO JUIZ SERGIO MORO'
no,'Prendam logo o chefe mor da corrupcao'
no,'Nunca Nao existe materialidade So conviccao '
yes,'Bebeu creolina malucoVa estudar politica'
no,'Na verdade  mesmo ja passou da hora '
no,'PARA ALGUNS ACEFALOSESTE CIDADAO SE TORNOU UM MITO  MAS A CADA DIA PERCEBEMOS QUE NAO PASSA DE UM RATO LADRAO  ME DIGAM O CONTRARIO '
no,'A casa caiu'
no,'Cade as provas'
no,'JA VIROU NOVELA CHEGA CANSAMOS'
no,'Falta pulso'
no,'Que materia espetacular em Grs'
no,'Denunciado hoje de novo ok mas preso quando '
no,'NUNCA  JAMAIS SERA '
no,'O fato e que Nao ha um politico honesto no Brasil'
no,'Isso ai e a materia ou so o titulo Kd o resto'
no,'E O QUE ISSO QUER DIZER MESMO '
no,'So denuncia mais prender que e bom nada'
no,'Nao entendi o que ta faltando pra ele ser preso'
no,'Quando ele sera preso '
yes,'ESTA CHEGANDO SUA HORA BODE VELHO ASQUEROSO'
no,'Denuncia  denuncia  denuncia  cadeia quando  '
no,'Indiciam e denunciam mas nao prendem'
no,'o triplex caiu'
no,'Finalmente ele vai ser preso'
no,'E os tucanos  reis das delacoes '
no,'Quem que era mesmo o Homem mais honesto do Brasil'
no,'Desordem e Regresso '
no,'Srs JUIZES PREDEM LOGO ESTE BANDIDO '
no,'Essa noticia e antiga'
no,'Vai ser preso antes do Natal'
no,'muito processo pouca gente em cana'
yes,'QueseFODAesseFDP e quem gosta e defende ele tbm'
no,'Uma enorme e bem recheada pizza'
no,'Denuncias nao enche barriga precisa fazer valer'
no,' indiciacoes em  semana ja pode pedir musica'
no,'estao tentando desviar o foco '
no,'O Serra com  milhoes nada tambem'
no,'Nao vai dar em nada'
yes,'G CANALHAS E OS COMENTARIOSENFIA LA'
no,'Ententam uma coisa nao ha denuncia sem provas'
yes,'e um monte de bosta mesmo no minimo e do norte ou nordeste que trabalhar que e bom nao trabalha vive do bolsa familia por isso vai votar no luladrao'
no,'Cade as algemas'
yes,'Tremendo Gozador esse Daniel Alcantara  Mas se nao for gozacao lhe digo Daniel Deixa de Falar Bosta Daniel'
yes,'tu isso tu aquilo o gauchada boiola kkkk'
yes,'Guy Gay boiola e tu e teu pai'
yes,'Sabe o que e foro privilegiado seu bosta  Burro'
yes,'Vai dar de  pro lulao vai Mas leva viagra'
no,'Deixem o cara em paz'
no,'kkkkkk'
no,'Credo a Globo esta instigando a violencia'
yes,'O filhodaPhuta do Brasil '
no,'Quando provar irao para a cadeia'
yes,'ai louca ta nervosinha'
yes,'Luis e mais um que o encantador de burros pegou'
yes,'Eduardo comedor de alfalfa rs'
no,'Isso porque voce coloca rotulos nas pessoas'
yes,'O encantador de burros pegou mais dois'
no,'kkk voces sao uns comedias'
no,'MPF a trabalho dos interesses tucanos e pmdbistas'
no,'Nao pode ser serio o que acabei de ler'
no,'tem que investigar quem te deu aula de portugues'
no,'Porque ele esteve no poder por  anos talvez'
no,'Brincadeira e vc acreditar realmente nisto'
no,'Qual deles cade as denuncias'
yes,'Boisonso voce esta errando no uso das virgulas'
yes,'BURRO ASNO TOPEIRA'
yes,'Mulher grossa estupida e ignorante '
yes,'Por favor nao abram as porteiras para que os Jegues Asnos e Burros nao saiam'
yes,'Alem de burro e analfabeto'
yes,'Hahahahahaha jumento'
yes,'PRIMEIRO VAI APRENDER A ESCREVER IGNORANTE'
yes,'Vai la lamber as bolas dele'
yes,'Que tipo de idiota abestado e voce '
yes,'Vai lavar panela sua vaca'
yes,'E vc e um idiotao'
no,'Idiotao E quem e o sabidao'
yes,'Isso NUNCA foi dito miseravel idiota'
yes,'Romulo come bosta'
yes,'Lizzie come bosta'
yes,'ALIENADA '
yes,'ALIENADOS '
no,'Acho que ta faltando provas'
yes,'Esse juizeco do Moro e  um canalha'
yes,'Tinha que ser baianoputz que povinho'
yes,'KKKKK MAIOR LADRAO QUE MERECE A MORTE '
yes,'Bruno cria um cerebro e pensa'
yes,'Sivil  Vai estudar seu ignorante'
yes,'Silvio que grande asneira seu asno'
yes,'Cala essa boca jumento'
no,'E serio isso '
yes,'Pobre BURRO neque apoia a direita'
no,'Peco mais respeito por favor Falei'
no,'Entao peco um pouco mais de respeito Falei'
yes,'ohhh doe um dos burros encantado pelo ladrao'
yes,'  GABRIEL  VOCE  DEVE  SER  UM  GRANDE  COVARDE    SE  VOCE  PEIDAR  VOCE  SE  CAGA  TODO          '
yes,'Esse asno ainda tem meu nome ta de sacanagem'
yes,'kkkkkkkkkkkkk Que idiota'
yes,'psicopata seu doido '
yes,'Sao paulinos gostam de mamar no cajado'
no,'Mas ele nao e  do futebol paraguaio'
no,'Tomara que esteja certo colega'
no,'No fim vamos ficar com os que ja estao ai'
yes,'flaM E R D AflaF E Z E SEXCREMengo'
yes,'Vc  deve ser retardado  '
no,'o cara e bom joga muito'
yes,'Enfia no rab o da sua mae'
yes,'nossa tudo o que eu vejo na pagina do fluminense sao mulambos sem nada pra fazer porque em vez de ficar falando bosta nas paginas de outros times vai fazer uma coisa produtiva'
no,'Eu acho que voce esta na pagina errada'
yes,'O unico argumento que esse bosta tenta ter e de freguesiaai eu falo que freguesia kkkkkkkkkk os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk'
yes,'Andre noiado ver se diminue o fumo Ta dificil'
yes,'coloco vc otario ou su amae'
no,'Que moral idiota quase nem voltaram Kkkkkkkk'
yes,'SRN Sou a R A B U D A do Negao'
yes,'Eu passei na tua mulher e deixei minha g o z a d a'
yes,'Jkkkkkkkkkbosta de clubenao tem dinheiro pra contratar pra comprar camisa mas tem Estadiokkkkkkkkkvice eternopiada do Brasil Segunda eu volto'
yes,'P I R A N H A'
no,'Fundo do poco mesmo'
yes,'treina num curral Voce viu o CT pronto doente'
no,'Virou bagunca '
no,'Isso e comum com times pequenos'
yes,'Inveja de uma bosta dessa que vai voltar pro lugar dele segundona'
no,'isso e falta de dinheiro em um clube falido'
yes,'Mais um jogo e o flaF E Z E S sem estadione g l o b o'
no,'Da ate pena esse time so passa vergonha '
no,'Sempre uma varzea Time pequeno e assim mesmo'
yes,'Cala boca o idiota '
no,'esse ai e matador'
no,'Gostei das mudancas Novas estrategias'
yes,'outro asno que nao sabe nada esse artur'
no,'Esse MITO sabe tudo de futebol '
no,'ainda precisa de centroavante e lateral esquerdo'
no,'Volante centroavante e lateral esquerdo'
no,'Foi divulgado sim procura ai que tem'
yes,'Esse time em que todos gostam de ceder a cauda'
yes,'e vc e analfabeta'
no,'Sera que agora ganha copa do Brasil '
no,'Que diferenca faz '
yes,'mas no sao paulo o apressado come C u'
yes,'Anderson Zanin o famoso Corneca    CornoCareca'
no,'Nao da nem pra comparar fato'
no,'Verdade e triste mais e verdade '
no,'no fim tudo dara certo  Rumo a gloria'
