@relation data

@attribute @@class {no,yes}
@attribute document string

@data
no,'CariacicaES ainda seria melhor Bota o jogo contra o santos e o coxa la'
no,'correto  Adriano Adryan e melhor q Cirino Gabriel Fernandinho etc'
no,'O SANTOS TODO LANCA DOIS  GAROTOS PORQUE O FLAMENGO NAO FAZ O MESMO'
no,'Porque e menguinho so vcs que pensam e falam que e grande'
no,'ze vai cuidar do titulo   jogos  mexendo mal '
no,'O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal'
no,'pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara'
no,'ELENCO GRANDE E DE POUQUISSIMA QUALIDADE '
no,'Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora '
no,'Voce nao pode estar falando serio'
no,'THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA'
no,'Coloca os moleques no carioca pra pegar experiencia'
no,'Se for o Ze Ricardo o Tecnico da Libertadores e entregar mais uma vez ao titulo ao palmeiras'
no,'Demorou so digo isso '
no,'ze ricardo e doido o time empata perde ele continua com esse gabriel  so pode ser um caso de amor'
no,'Base  Com Ze nao tem vez So jogo la medalhao e jogador de empresario Politica dinheiro no bolso '
no,'NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   '
no,'SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA'
no,'Ze ricardo nao sabe avaliar nem os jogadores profissionais q estao com ele que dira a base'
no,'Verdade nao sabe mesmo  Escala mal e substitui pior ainda E o culpado pela perda do titulo'
no,'O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  '
no,'Prefere usar o Damiao do que o Vizeu Sem comentarios'
no,'Um volante da base PELO AMOR DE DEUS para o lugar de Marcio AraujoPELA AMOR'
no,'UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO'
no,'ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao'
no,'gigante que nao ganha um nacional a  anosta de sacanagem ne'
no,'De tanto falarem em cheirinho perderam o olfato Rsrs'
no,' O Flamengo vai assumir a ponta a Demora e voltar a jogar no Maracana'
no,'Cai na Real vascainos segundo da segunda  Kkkkkkkkk'
no,'Mas o JUIZ e os DOIS BANDEIRINHAS que GARANTIRAM mais um ROUBO estao acertados pra '
no,'ADRIANO   IMPERADOR    E   WAGNER  LOVE  E  RONALDINHO   E  FABIO  LUCIANO'
no,'muitos jogadores sem condicionamento fisico pra disputar um brasileirao deu nisso'
no,'Nao contratava mais medalhao o flamengo so gasta e gasta tendo os garotos da base'
no,' O  que gasto no cuellar erradamente dava pra ter comprado o cueva'
no,'Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk'
no,'o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja'
no,'So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo'
no,'Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao '
no,'STJDacorda essa pagina e rubro negraseu viceADO'
no,'Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV'
no,'A GAROTADA RUBRO NEGRA MANDOU LEMBRANCA DE DENTRO DA SUA CASA KKKKKKKKKKK'
no,'O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
yes,'era o cheiro da bucelta da sua mae'
no,'Vamos iniciar  levando porrada Essa molecada nao tem nem corpo Vao pipocar'
no,'Concordo pois ele e bom para montar time'
no,'Verdade mas a maioria so olha pra tabela Entendem nada de futebol'
yes,'Tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio Quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando FRAMENGO e com camisa do camelo Respeito o Vasco e o Botafogo esses sim quando se fala em rio de janeiro se lembra deles Saudacoes corinthianas'
no,'desnecessario ofender o flamengo tudo bem agora envolver outras partes ai ja nao apoio '
no,'Dinheiro a gente pega com quem tem Nao com quem ta quebrado'
no,'Lateral direito dois zagueiros e um atacante ja resolve grande parte dos problemas do Cruzeiro'
no,'So espero que ele recupere o bom futebol'
no,'a soberba ela nao acaba kkkkkkkkkkkkk'
no,'Relaxa Veremos daqui  rodadas Soberba'
yes,'isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu'
yes,'Esse negro e o seu pai Sua mae deu pra ele quando jovem'
yes,'Voce ta e na zona sua galinha'
no,'Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo'
no,'Esse ano pra vcs foram muitas frustracoes eliminados de tudo que participaram e mais a de ontem '
yes,'ah vai se fu de voce'
no,'o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   '
no,'Voces precisam pesquisar melhor a historia do campeonato de  '
no,'Nao houve rebaixamento pois existiam duas ligas'
no,'Ele e ficha suja e esta inelegivel nao sabia'
no,'kkkkkkkkkkkkkkkkkkkkkkk faz me rir'
no,'Palmeiras nao tem mundial'
no,'Inveja matahhhhhhh'
no,'time de um gol so muiuta sorte'
no,'O importante e ganhar meu filho acorda pra vida'
yes,'MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK'
no,'o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  '
no,'Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA'
no,'ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   '
no,'Traz ele de volta e deixa ele escolher o tecnico '
no,'Mas ele vai preso Aguarde'
no,'Dois mundias com uma libertadores '
no,'Futebol argentino e uma piada  So pancadaria e confusao           '
no,'A bandidagem continua se escondendo'
no,'Ele esta feliz em voltar a Bahia menos o povo baiano'
no,'Sua hora vai chegar'
no,'E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO'
no,'quando Deus diz nao nao adianta lutar contra'
no,'Esse nao roubouao menos nesta gestao'
yes,'Ragnar e nome de travesti da Escandinavia'
no,'Entrei so pra ler os comentarios dos peritos'
no,'Emocionada pela morte ou pela posse'
no,'Fizeram pericia nas pecas do carro'
no,' SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE '
no,'Sera que foi sabotagem'
no,'Melhor investigar a oposicao'
yes,'MENOS UM MAS TEM QUE QUEIMAR LOGO O CORPO DELE ANTES DE CHEGAR NA PORTA DO NEM SEI E POLITICO MESMO  DO INFERNO'
no,'No Nordeste acontece de tudo '
no,'Idiota'
yes,'o investigador investiga isso vcefdpta'
yes,'Esse ai senta na boneca'
no,'Aposto que ainda vai ser o presidente da camara'
no,'E a roubalheira continua Esses sao profissionais'
no,'Banco cheio de problemas governador '
no,'So pela metade Voce esta sendo bem otimista'
yes,'Paulo vai to mar no c uu'
no,'Alex exponha seus argumentos abc'
no,'e tome dinheiro pra industria da seca'
no,' Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo '
no,'Seca no Amapa so pode ser brincadeira'
no,'Esse e meu presidente'
no,'Esse dinheiro ira fazer brotar agua do solo '
no,'Mais dinheiro desviado em   '
no,'Esses recursos vao sair de onde '
no,'Ele vai ser o pior presidente da historia'
no,'ele nao e presidente  e golpista'
no,'AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS'
no,'Finalmente o Senador entendeu Parabens'
no,'Fiquei chocado com essa noticia'
no,'Voce e meia duzia pensam assim'
no,'Passei por aqui so pra deixar meu FORA TEMER'
no,'lazarentuuuuu'
no,'Sera muito bom para suas empresas para o povo nao'
yes,'Reforma estrutural no seu rbbono meu nao'
no,'Pode prender inocente  '
no,'Que tornozeleira eletronica'
yes,'hmmmmmmmmmmmisso e uma bichna'
yes,' Entao e da lojinha da anta'
yes,'e da lojinha da tua mae aquela prostituta'
no,'Ainda temos que aguentar uma ironia dessa'
no,'Os netos que devem ter vergonha dele'
no,'Cara    de    Pau         '
no,'Boca mole e bolso e contas bancarias abarrotadas de dolares Sahfado'
yes,'Boca de buxeta'
yes,'E O PIAUI QUERENDO ASSUSTAR O MUNDO COM ESTA FIGURA OU SO NASCE GENTE FEIA LA'
yes,'Vermelho nojento deveria levar um tiro na cara bandido '
yes,'Vagabundo'
no,'A corrupcao e o cupim que corroi a democracia e as instituicoes  '
no,'A corrupcao esta estampada na cara desse individuo'
yes,'desgracado bandido mais bandido ainda e quem vota numa desgraca dessa  eta povo burro '
yes,'Raposao politico de profissao  ta no fim da carreira e o Piaui o adora  Eh boca mole eheheh'
yes,'Vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada'
no,'E tanto deboche tanto escarnio perderam o senso de ridiculo de humilhacao'
yes,'Debil mental '
yes,'MELHOR SERIA C U DEPOIS DE DIARREIA'
yes,'Eu ja havia arranjado um apelido para ele aqui em casa ocuquefala'
no,'Quando esse cara comeca a falar eu mudo de canal'
no,'que absurdo estou indignado com essa chacota '
no,'Voce sabe quais os atos enriquecem o curriculo de um bandido Entao esta explicado'
no,'kkkkkk '
no,'Estourou o placar quanto e isso'
yes,'Esses petebas sao piores que asnos puxadores de carroca'
yes,'E a mesma denuncia burrao'
yes,'O pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk'
yes,'Queremos ele morto'
yes,'ONU  KKKKKKKK ONU e bosta e a mesma coisa seu anta'
yes,'Ele vai  sentir o peru entrar'
yes,'o moro vai sentir o peru do aecio entrarkkkk'
yes,'Carlinha Antinha a servico dos petebas Ridicula'
no,'E muita denuncia e pouca acao'
no,'Muita denuncia e pouca acao '
no,'Muitas denuncias muitas provas e pouca cadeia '
yes,'Joao retardado presta atencao na gangue que esta tomando o Brasil de assalto '
no,'Entao vamos perdoar o Ladrao so porque a outra turma tambem e nao seria melhor prender todos'
no,'Todos sabemos e que por causa da pesquisa de ontem no qual ele poderia ser presidente em '
no,'Todos ou voce duvidava dessa medida tao rapida do MPF'
no,'calma tudo e questao de tempo lembra do Cunha'
no,'So com conviccao nao se prende ninguem '
no,'E verdade mas apesar de acha que essas pesquisas sao furadas'
no,'os politicos sao o reflexo do povo'
no,'Vai fazer a denuncia e pede para um juiz pegar o caso blz'
no,'Curitiba esta mais esperta que voces pensam'
yes,'Concordo com o Carlos Isso aqui e lavagem cerebral pra asnos'
no,'E TEM QUE PRENDER LOGO ANTES QUE ELE FUJA PRA CUBA'
no,'Eu voto em quem ele indicar'
no,'Kkkkk'
yes,'Olha ai um esquerdopata cmedor de alfafa me negativou  '
no,'Pesquisa comprada'
no,'E SERA MUITO BEM RECEBIDO PELO JUIZ SERGIO MORO'
no,'Prendam logo o chefe mor da corrupcao'
no,'Nunca Nao existe materialidade So conviccao '
no,'Na verdade  mesmo ja passou da hora '
no,'PARA ALGUNS ACEFALOSESTE CIDADAO SE TORNOU UM MITO  MAS A CADA DIA PERCEBEMOS QUE NAO PASSA DE UM RATO LADRAO  ME DIGAM O CONTRARIO '
no,'A casa caiu'
no,'Cade as provas'
no,'JA VIROU NOVELA CHEGA CANSAMOS'
no,'Falta pulso'
no,'Que materia espetacular em Grs'
no,'Denunciado hoje de novo ok mas preso quando '
no,'NUNCA  JAMAIS SERA '
no,'O fato e que Nao ha um politico honesto no Brasil'
no,'Isso ai e a materia ou so o titulo Kd o resto'
no,'E O QUE ISSO QUER DIZER MESMO '
no,'So denuncia mais prender que e bom nada'
no,'Nao entendi o que ta faltando pra ele ser preso'
no,'Quando ele sera preso '
no,'Denuncia  denuncia  denuncia  cadeia quando  '
no,'Indiciam e denunciam mas nao prendem'
no,'o triplex caiu'
no,'Finalmente ele vai ser preso'
no,'E os tucanos  reis das delacoes '
no,'Quem que era mesmo o Homem mais honesto do Brasil'
no,'Desordem e Regresso '
no,'Srs JUIZES PREDEM LOGO ESTE BANDIDO '
no,'Essa noticia e antiga'
no,'Vai ser preso antes do Natal'
no,'muito processo pouca gente em cana'
yes,'QueseFODAesseFDP e quem gosta e defende ele tbm'
no,'Uma enorme e bem recheada pizza'
no,'Denuncias nao enche barriga precisa fazer valer'
no,' indiciacoes em  semana ja pode pedir musica'
no,'estao tentando desviar o foco '
no,'O Serra com  milhoes nada tambem'
no,'Nao vai dar em nada'
yes,'G CANALHAS E OS COMENTARIOSENFIA LA'
no,'Ententam uma coisa nao ha denuncia sem provas'
yes,'e um monte de bosta mesmo no minimo e do norte ou nordeste que trabalhar que e bom nao trabalha vive do bolsa familia por isso vai votar no luladrao'
no,'Cade as algemas'
yes,'tu isso tu aquilo o gauchada boiola kkkk'
yes,'Guy Gay boiola e tu e teu pai'
yes,'Sabe o que e foro privilegiado seu bosta  Burro'
yes,'Vai dar de  pro lulao vai Mas leva viagra'
no,'Deixem o cara em paz'
no,'kkkkkk'
no,'Credo a Globo esta instigando a violencia'
yes,'O filhodaPhuta do Brasil '
no,'Quando provar irao para a cadeia'
no,'Isso porque voce coloca rotulos nas pessoas'
yes,'O encantador de burros pegou mais dois'
no,'kkk voces sao uns comedias'
no,'MPF a trabalho dos interesses tucanos e pmdbistas'
no,'Nao pode ser serio o que acabei de ler'
no,'tem que investigar quem te deu aula de portugues'
no,'Porque ele esteve no poder por  anos talvez'
no,'Brincadeira e vc acreditar realmente nisto'
no,'Qual deles cade as denuncias'
yes,'BURRO ASNO TOPEIRA'
yes,'Mulher grossa estupida e ignorante '
yes,'Alem de burro e analfabeto'
yes,'Hahahahahaha jumento'
yes,'Vai la lamber as bolas dele'
yes,'Que tipo de idiota abestado e voce '
yes,'Vai lavar panela sua vaca'
no,'Idiotao E quem e o sabidao'
yes,'Romulo come bosta'
yes,'Lizzie come bosta'
no,'Acho que ta faltando provas'
yes,'Tinha que ser baianoputz que povinho'
yes,'KKKKK MAIOR LADRAO QUE MERECE A MORTE '
yes,'Cala essa boca jumento'
no,'E serio isso '
yes,'Pobre BURRO neque apoia a direita'
no,'Peco mais respeito por favor Falei'
no,'Entao peco um pouco mais de respeito Falei'
yes,'  GABRIEL  VOCE  DEVE  SER  UM  GRANDE  COVARDE    SE  VOCE  PEIDAR  VOCE  SE  CAGA  TODO          '
yes,'Esse asno ainda tem meu nome ta de sacanagem'
yes,'Sao paulinos gostam de mamar no cajado'
no,'Mas ele nao e  do futebol paraguaio'
no,'Tomara que esteja certo colega'
no,'No fim vamos ficar com os que ja estao ai'
yes,'Vc  deve ser retardado  '
no,'o cara e bom joga muito'
yes,'Enfia no rab o da sua mae'
no,'Eu acho que voce esta na pagina errada'
yes,'Andre noiado ver se diminue o fumo Ta dificil'
yes,'coloco vc otario ou su amae'
no,'Que moral idiota quase nem voltaram Kkkkkkkk'
yes,'SRN Sou a R A B U D A do Negao'
yes,'Eu passei na tua mulher e deixei minha g o z a d a'
yes,'Jkkkkkkkkkbosta de clubenao tem dinheiro pra contratar pra comprar camisa mas tem Estadiokkkkkkkkkvice eternopiada do Brasil Segunda eu volto'
yes,'P I R A N H A'
no,'Fundo do poco mesmo'
no,'Virou bagunca '
no,'Isso e comum com times pequenos'
no,'isso e falta de dinheiro em um clube falido'
yes,'Mais um jogo e o flaF E Z E S sem estadione g l o b o'
no,'Da ate pena esse time so passa vergonha '
no,'Sempre uma varzea Time pequeno e assim mesmo'
yes,'Cala boca o idiota '
no,'esse ai e matador'
no,'Gostei das mudancas Novas estrategias'
yes,'outro asno que nao sabe nada esse artur'
no,'Esse MITO sabe tudo de futebol '
no,'ainda precisa de centroavante e lateral esquerdo'
no,'Volante centroavante e lateral esquerdo'
no,'Foi divulgado sim procura ai que tem'
yes,'Esse time em que todos gostam de ceder a cauda'
yes,'e vc e analfabeta'
no,'Sera que agora ganha copa do Brasil '
no,'Que diferenca faz '
yes,'mas no sao paulo o apressado come C u'
no,'Nao da nem pra comparar fato'
no,'Verdade e triste mais e verdade '
no,'no fim tudo dara certo  Rumo a gloria'
no,'JOGADOR DE TIME PEQUENO'
yes,'Walter devia lutar SUMO PODERIA SE DAR BEM'
yes,'O gordao ainda fica rindo consegue nem ficar de pe'
yes,'burro'
no,'o dirigente falou alguma mentira'
no,'Ja ta chato essa historia do Walter td ano e isso'
no,'Nao importa sao os mesmos jogadores'
yes,'Esse sorriso sonata nunca deve ter visto e nem jogado futebol Marcelo e Daniel Alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins'
no,'quem e o reserva desse capaz de vir o reserva'
no,'onde tu viu isso'
no,'se vier e um otimo reforco'
no,'Se vier  sera  um bom reforco'
no,'excelente jogador  sera titular ao lado do Jo'
no,'seja bem vindo que faca um bom trabalho'
no,'BOA GOSTEIKKKKKKKKKKKKKKKK'
yes,'Karen vai lavar a louca q ta suja'
no,'E  CHORO  CONTINUA SENDO LIVRE'
no,'Bem vinda ao maior e melhor clube do planeta'
no,'Intao se vc nao ganhar nd e pk e ruim msm'
yes,'Ta com cara de quem peida na farofa kkkkkkk'
no,'Esta enganado '
no,'voce esta desinformado'
no,'Ele foi sincero Corram atras'
no,'Falou o cara que nao sai da pagina verde'
no,'o choro e livre'
yes,'aprende a escrever cavalo '
no,'vc e chacota bi da b sem mundial kkk'
yes,'mais um sem mundial bi da b lesma verde  kkkkk'
yes,'Nossa Anselma bibona invejosa sem criatividade'
yes,'Essa mina tem cara de cavalo '
yes,'Ricardo tem cara de cavalo mas e uma potranca'
no,'O empresario desse rapaz e simplesmente magico'
no,'Seja feliz'
no,'Venda casada '
no,'Que otima noticia para a massa atleticana'
no,'nem deveria ter contratado'
no,'Esse tem um empresario bom'
no,'Libera rapido antes que os turcos desistam'
no,'Eis que a sorte bate a porta '
no,'Tem alguem disponivel pra levar no aeroporto'
yes,'Jogando o milho e sentando no sabugo ne maria'
no,'A quanto tempo voces nao disputa uma libertadores'
no,'Pq eles precisam trabalhar '
yes,'GUILHERME SEU IDIOTA'
yes,'Lurdinha burra'
no,'quando foi isso'
yes,'alo sua vai botar ovos suas fracast '
yes,'MIERDAS'
no,'Alguem falou em helicoptero'
no,'falou tudo'
yes,'time bosta cai gigante nunca kkkk'
yes,'Com essas contratacoes as frangas vao tomar no oi'
no,'Quem esse time'
no,'Pior cego e o burro'
no,'Se o seu dinheiro for fruto de corrupcao vc devera ser preso sim '
yes,'SUA BATATA JA ESQUENTOU SEU BEBADO E LADRAO DO POVOCADEIA NELES DRSERGIO MORO '
yes,'ADVOGADO DE BANDIDO E BANDIDO IGUAL E TEM QUE SER EXTERMINADO'
yes,'ACHO QUE O AECIO NAO TELEFONOU PARA O JUIZECO HOJE TA DANDO PITI DE SAUDADES KKKKK'
yes,'A mamis ja foi ne Mas eu chamo sua mulher  de mamis Sabe nada inocente'
yes,'AdiANALdo  A prega no final continua firme e forte '
yes,'Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk'
yes,'Ruy vc acreditava no Japa da Federal tb ne Jumento'
yes,'Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse'
yes,'O dia do seu macho vai chegar Aguarde compre lenco pro choro Esterco humano'
yes,'Alexandre esta maluco so pode comeu titica quando crianca'
yes,'Olha se fosse assim ja tinham prendido e esquartejado o luladrao e kd '
yes,'Junior no nome e marmota nas atitudes Ooooooo sujeitando tapado'
no,'Acordem Trouxinhas A casa esta caindo'
no,'A bixaria coxa ta no desespero '
no,'a bixaria da mortadela ta no desespero'
yes,'La vem mais um afeminado Peta invadir comentario alheio Uiiiiiiii nojentaaaa'
yes,'quando sua me devolver o troco de R  pelo servico oral que ela me fez'
yes,'Adinaldo kkkkkkkkkkkk De novo defe cando mortadela'
yes,'Nao Junior Soares Defequei uns juniorizinhos soares aqui'
yes,'Todos com o nordeste sempre os bandidos estao todos no sudeste'
no,'ceis tao tudo e dano buesta cai esse ano'
yes,'Esse BOFE do Joao Paulo alem de ser LINDO deve ter um PAUlo MARAVILHOSO Noizinhas do MENGAO amamos SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida'
yes,'NOIZINHAS do MENGAO temos um URUBU que se chama NKU para os jogos neste ano contra os BOFES dos outros times devemos levar NKU ou deixar NKU Por favor o que devemos fazer SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida'
no,'Mais umo povinho idota'
yes,'Menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae'
yes,'Enquanto issoO Palmerda bi rebaixado continua sem mundial Kkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
no,'Cabra frouxo'
no,'Arregao'
no,'Faltou uma opcao Ele virou homem'
yes,'Vai procurar uma pra mamar Freddie Mercury E o melhor que saber fazer rubroneca'
yes,'Velho babao para de falar asneiras na nossa pagina'
yes,'Sonha boneca'
yes,'Aa que isso  as tricoletes estao descontroladas'
yes,'RUBRONECAS'
yes,'Vai retocar a maquiagem tricolete O frufru nao come ninguem ele e comido '
yes,'IDOLO DO FUDINENSE E SERIE B TEVE QUE ENTRAR NA JUSTICAO PRA NAO CAIR'
yes,'As rosquinhas das tricoletes estao ardendo por causa do Conca Pode   '
yes,'Dorzinha de cotovelo e coisa de florzinha einMimimimi '
yes,'As Florzinhas ficaram chateadas KKKKKKKKKKKKKKKKKKKKKKKK'
yes,'Mulambos subornadores paguem a Serie B'
yes,'Meigos eles sao mas cheiroso nao Fedem a Urubu'
yes,'Eu quero ver o Abel brucututreinando esse time de bonequinhasnao vai da certo '
no,'Paulo cid mata baratas quando ele assinar o contrato depois de um mes ja recebe o salario integral ou vc acha que ele vem da china para o fra e vai ficar  meses sem receber Nao acredite em tudo que sua diretoria fala inocente'
no,'minha diretoria e transparente e nao mente igual a  de voces nao tudo q o flamengo fala e concreto e fato tem credibilidade'
no,'so queria dizer que   po de arroz e maquiagem    sem mais  ha e antes que eu me esqueca paguem as series b  '
no,'Se a empresa concorrente da sua te oferecesse um super contrato de trabalho voce trocaria de empresa Quanta gente hipocrita nessa torcida do fluminense aff'
no,'So ve um lado da historia voce Se eu to com a vida ganha ganhando quase  milhoes por mes durante  anos por culpa do Fluminense pq ele nao era nada antes disso Eu sinceramente jogava ate  de graca Essa era a obrigacao dele A melhor forma de retribui essa vida boa que ele ganhou gracas ao Fluminense O que e  mil perto de tudo que ja ganhou  Isso se chama ganancia mercenario nao e idolo'
yes,'KKKKKKKK COM UNS CARAS DESSES QUEM QUER JOGAR NO FUDINENSE '
no,'Bbcas serie c vcs nao saben Separar quantos trocaram de lado epoca de doval dos trocas Fla x flu vasco x bota Jogadores marcaram epoca e historias Vcs sao eternos serie c '
yes,'A calcinha da tua mae ja tirei faz tempo e com facilidade pergunta pra ela'
no,'desde que ele contribua e a gente levante a taca ta de boa o flamengo so vai pagar quando ele comecar a jogar mesmo'
no,'Maycon ate admito que o negocio em si foi bom para o Fla mas atualmente nao acredito em nenhuma das duas coisas nem que ele va jogar bem e nem que o Fla levante alguma taca esse ano kkkkk'
no,'Rafael dois finalistas da Libertadores do ano passado Um deles titular da selecao Equatoriana o outro futuro camisa  da selecao Ambos ja sondados por clubes da Europa Quem vai dar certo mesmo e o Conquinha com  anos e todo bichado kkkkkkkk'
yes,'estao melando as calcinhas as tricoflorzinhas'
no,'Comparacao sem nexo Tyson passou quanto tempo no auge pra chegar a fazer isso e tu sabes o motivo  Tyson e um mito que infelizmente se perdeu no fim de carreira'
no,'Nao entendi essa comparacao o Tyson nunca foi um exemplo pra nada muito menos no ambito psicologico'
no,'sempre disseram que a ronda nunca pegou uma adversaria de verdade qdo pegou alguem que bate forte mesmo afinou ela vivia correndo da ciborg pq sabia que ia perder as vezes nem e medo de apanhar e sim de parar de lucrar '
no,'Mas ela nao parou de lucrar perdendo inclusive nessa ultima do valor total  foi o valor pago so pra ela'
no,'Imperador isso e balela Entao as outras nao sao adversarios de verdade E o mesmo que eu dissesse que Anderson Silva nunca pegou oponente de verdae quando pegou um bom wrestling perdeu duas '
no,'E so colocam ele pra pegar as novas safras ai e q a surra e pior ainda essa luta nao passa nem do o round podia colocar ele contra os semiaposentados pra ver se tinha alguma chance'
no,'Na categoria so TJ tem chance consideravel Cruz tambem mas menos no entanto ainda apostaria em Cody Ja contra Aldo ele nao seria o favorito Aldo usaria  bem os jabs e os low kicks e faria uma luta estrategica'
no,'A historia desse cara com o moleque que subiu no octagon pra receber o cinturao e muito louca O cara pode ate ser sangue no olho mas o que ele fez pra ajudar o moleque nao e qualquer um que faz'
no,'Nao e afoito nao Contra o Cruz foi muito paciente atraindoo para trocacao franca So deu blitz contra os adversarios anteriores contra quem tinha grande confianca nao sem motivo de que botaria para dormir'
no,'Vich todo evento ta caindo luta do card principal  Ta na hora do Dana comecar a ter substitutos pra esse tipo d situacao q faz tempo q ja deixou de ser inusitada  '
no,'Cruz so tem agilidade mesmo poder de nocaute zero o Cody veio muito mais preparado por isso levou essa'
no,'Meus caros amigos enigmaticosNao deveriam comparalo ao Tyson Tyson e um grande mito do boxe  mas que deixou a desejar no lado pessoal  Entao se nao e bom no lado pessoal ou no profissional o cara nao e completo Chequei nesse raciocinio assistindo o Faustao       '
yes,'Ele chamava pra atras da escola e sentava nos garotos kkkk'
no,'Jhalim Rabei ate fiquei assustado comecei a ler seu comentario pensei que ele Connorlevava os meninos para tras da escola e dava a bunda para eles KKKKKKK'
no,'Irmao Honorato sempre falando verdades e agindo com a razao ao inves da emocao diferente dos tupims Te amo seu lindo'
